study,proxy,Source,Age,norm,Country,norm_leoss
van Wijck et al. 2016,Netherlands,Janssen et al.,26,0.889,Argentina,0.8955957370082483
van Wijck et al. 2016,Netherlands,Janssen et al.,27,0.889,Argentina,0.8937816058254328
van Wijck et al. 2016,Netherlands,Janssen et al.,28,0.889,Argentina,0.8919569593646102
van Wijck et al. 2016,Netherlands,Janssen et al.,29,0.889,Argentina,0.8901243637659441
van Wijck et al. 2016,Netherlands,Janssen et al.,30,0.889,Argentina,0.8882845232310627
van Wijck et al. 2016,Netherlands,Janssen et al.,31,0.889,Argentina,0.8864353000640065
van Wijck et al. 2016,Netherlands,Janssen et al.,32,0.889,Argentina,0.8845745565688168
van Wijck et al. 2016,Netherlands,Janssen et al.,33,0.889,Argentina,0.8827001550495335
van Wijck et al. 2016,Netherlands,Janssen et al.,34,0.889,Argentina,0.8808099578101979
van Wijck et al. 2016,Netherlands,Janssen et al.,35,0.869,Argentina,0.8789018271548502
van Wijck et al. 2016,Netherlands,Janssen et al.,36,0.869,Argentina,0.8769736253875314
van Wijck et al. 2016,Netherlands,Janssen et al.,37,0.869,Argentina,0.8750232148122822
van Wijck et al. 2016,Netherlands,Janssen et al.,38,0.869,Argentina,0.873048457733143
van Wijck et al. 2016,Netherlands,Janssen et al.,39,0.869,Argentina,0.8710803955370293
van Wijck et al. 2016,Netherlands,Janssen et al.,40,0.869,Argentina,0.8691436629753783
van Wijck et al. 2016,Netherlands,Janssen et al.,41,0.869,Argentina,0.8672265123990135
van Wijck et al. 2016,Netherlands,Janssen et al.,42,0.869,Argentina,0.8653171961587584
van Wijck et al. 2016,Netherlands,Janssen et al.,43,0.869,Argentina,0.8634039666054364
van Wijck et al. 2016,Netherlands,Janssen et al.,44,0.869,Argentina,0.8614750760898712
van Wijck et al. 2016,Netherlands,Janssen et al.,45,0.849,Argentina,0.8595187769628861
van Wijck et al. 2016,Netherlands,Janssen et al.,46,0.849,Argentina,0.8575233215753049
van Wijck et al. 2016,Netherlands,Janssen et al.,47,0.849,Argentina,0.8554769622779507
van Wijck et al. 2016,Netherlands,Janssen et al.,48,0.849,Argentina,0.8533679514216471
van Wijck et al. 2016,Netherlands,Janssen et al.,49,0.849,Argentina,0.8511845413572178
van Wijck et al. 2016,Netherlands,Janssen et al.,50,0.849,Argentina,0.8490626723769412
van Wijck et al. 2016,Netherlands,Janssen et al.,51,0.849,Argentina,0.8471031900983946
van Wijck et al. 2016,Netherlands,Janssen et al.,52,0.849,Argentina,0.8452417048603493
van Wijck et al. 2016,Netherlands,Janssen et al.,53,0.849,Argentina,0.8434138270015774
van Wijck et al. 2016,Netherlands,Janssen et al.,54,0.849,Argentina,0.8415551668608496
van Wijck et al. 2016,Netherlands,Janssen et al.,55,0.829,Argentina,0.839601334776938
van Wijck et al. 2016,Netherlands,Janssen et al.,56,0.829,Argentina,0.837487941088614
van Wijck et al. 2016,Netherlands,Janssen et al.,57,0.829,Argentina,0.835150596134649
van Wijck et al. 2016,Netherlands,Janssen et al.,58,0.829,Argentina,0.8325249102538147
van Wijck et al. 2016,Netherlands,Janssen et al.,59,0.829,Argentina,0.8295464937848827
van Wijck et al. 2016,Netherlands,Janssen et al.,60,0.829,Argentina,0.8261408718954906
van Wijck et al. 2016,Netherlands,Janssen et al.,61,0.829,Argentina,0.8223283030045223
van Wijck et al. 2016,Netherlands,Janssen et al.,62,0.829,Argentina,0.8181864973276186
van Wijck et al. 2016,Netherlands,Janssen et al.,63,0.829,Argentina,0.8137931650804191
van Wijck et al. 2016,Netherlands,Janssen et al.,64,0.829,Argentina,0.8092260164785647
van Wijck et al. 2016,Netherlands,Janssen et al.,65,0.796,Argentina,0.8045627617376957
van Wijck et al. 2016,Netherlands,Janssen et al.,66,0.796,Argentina,0.7998811110734524
van Wijck et al. 2016,Netherlands,Janssen et al.,67,0.796,Argentina,0.795258774701475
van Wijck et al. 2016,Netherlands,Janssen et al.,68,0.796,Argentina,0.7907734628374042
van Wijck et al. 2016,Netherlands,Janssen et al.,69,0.796,Argentina,0.7865028856968801
van Wijck et al. 2016,Netherlands,Janssen et al.,70,0.796,Argentina,0.7825247534955432
van Wijck et al. 2016,Netherlands,Janssen et al.,71,0.796,Argentina,0.7786161160534333
van Wijck et al. 2016,Netherlands,Janssen et al.,72,0.796,Argentina,0.7745480406456551
van Wijck et al. 2016,Netherlands,Janssen et al.,73,0.796,Argentina,0.7703892636704461
van Wijck et al. 2016,Netherlands,Janssen et al.,74,0.796,Argentina,0.766208521526045
van Wijck et al. 2016,Netherlands,Janssen et al.,75,0.724,Argentina,0.7620745506106891
van Wijck et al. 2016,Netherlands,Janssen et al.,76,0.724,Argentina,0.7580560873226162
van Wijck et al. 2016,Netherlands,Janssen et al.,77,0.724,Argentina,0.7542218680600642
van Wijck et al. 2016,Netherlands,Janssen et al.,78,0.724,Argentina,0.7506406292212712
van Wijck et al. 2016,Netherlands,Janssen et al.,79,0.724,Argentina,0.7473811072044746
van Wijck et al. 2016,Netherlands,Janssen et al.,80,0.724,Argentina,0.7445120384079127
van Wijck et al. 2016,Netherlands,Janssen et al.,81,0.724,Argentina,0.7418886272192249
van Wijck et al. 2016,Netherlands,Janssen et al.,82,0.724,Argentina,0.7393323253530704
van Wijck et al. 2016,Netherlands,Janssen et al.,83,0.724,Argentina,0.7368612401982156
van Wijck et al. 2016,Netherlands,Janssen et al.,84,0.724,Argentina,0.7344934791434274
van Wijck et al. 2016,Netherlands,Janssen et al.,85,0.724,Argentina,0.7322471495774723
van Wijck et al. 2016,Netherlands,Janssen et al.,86,0.724,Argentina,0.7301403588891173
van Wijck et al. 2016,Netherlands,Janssen et al.,87,0.724,Argentina,0.7281912144671286
van Wijck et al. 2016,Netherlands,Janssen et al.,88,0.724,Argentina,0.7264178237002734
van Wijck et al. 2016,Netherlands,Janssen et al.,89,0.724,Argentina,0.7248382939773179
van Wijck et al. 2016,Netherlands,Janssen et al.,90,0.724,Argentina,0.7234707326870293
van Wijck et al. 2016,Netherlands,Janssen et al.,91,0.724,Argentina,0.7223133608580247
van Wijck et al. 2016,Netherlands,Janssen et al.,92,0.724,Argentina,0.7213481412436659
van Wijck et al. 2016,Netherlands,Janssen et al.,93,0.724,Argentina,0.7205687938198359
van Wijck et al. 2016,Netherlands,Janssen et al.,94,0.724,Argentina,0.7199690385624179
van Wijck et al. 2016,Netherlands,Janssen et al.,95,0.724,Argentina,0.7195425954472954
van Wijck et al. 2016,Netherlands,Janssen et al.,96,0.724,Argentina,0.7192831844503508
van Wijck et al. 2016,Netherlands,Janssen et al.,97,0.724,Argentina,0.7191845255474677
van Wijck et al. 2016,Netherlands,Janssen et al.,98,0.724,Argentina,0.719240338714529
van Wijck et al. 2016,Netherlands,Janssen et al.,99,0.724,Argentina,0.719444343927418
van Wijck et al. 2016,Netherlands,Janssen et al.,100,0.724,Argentina,0.7197902611620176
van Wijck et al. 2016,Netherlands,Janssen et al.,18,0.957,Korea,0.9506225131279625
van Wijck et al. 2016,Netherlands,Janssen et al.,19,0.957,Korea,0.9527585270651882
van Wijck et al. 2016,Netherlands,Janssen et al.,20,0.957,Korea,0.9546669410845244
van Wijck et al. 2016,Netherlands,Janssen et al.,21,0.957,Korea,0.9563462107280364
van Wijck et al. 2016,Netherlands,Janssen et al.,22,0.957,Korea,0.9577947915377889
van Wijck et al. 2016,Netherlands,Janssen et al.,23,0.957,Korea,0.9590111390558467
van Wijck et al. 2016,Netherlands,Janssen et al.,24,0.957,Korea,0.9599937088242748
van Wijck et al. 2016,Netherlands,Janssen et al.,25,0.958,Korea,0.9607409563851381
van Wijck et al. 2016,Netherlands,Janssen et al.,26,0.958,Korea,0.9612513372805017
van Wijck et al. 2016,Netherlands,Janssen et al.,27,0.958,Korea,0.9615233070524306
van Wijck et al. 2016,Netherlands,Janssen et al.,28,0.958,Korea,0.9615553212429893
van Wijck et al. 2016,Netherlands,Janssen et al.,29,0.958,Korea,0.9613383366080623
van Wijck et al. 2016,Netherlands,Janssen et al.,30,0.958,Korea,0.9608682407837426
van Wijck et al. 2016,Netherlands,Janssen et al.,31,0.958,Korea,0.9601508856324066
van Wijck et al. 2016,Netherlands,Janssen et al.,32,0.958,Korea,0.9591921230164324
van Wijck et al. 2016,Netherlands,Janssen et al.,33,0.958,Korea,0.9579978047981967
van Wijck et al. 2016,Netherlands,Janssen et al.,34,0.958,Korea,0.9565737828400774
van Wijck et al. 2016,Netherlands,Janssen et al.,35,0.949,Korea,0.9549259090044512
van Wijck et al. 2016,Netherlands,Janssen et al.,36,0.949,Korea,0.9530600351536958
van Wijck et al. 2016,Netherlands,Janssen et al.,37,0.949,Korea,0.9509820131501879
van Wijck et al. 2016,Netherlands,Janssen et al.,38,0.949,Korea,0.9486976948563056
van Wijck et al. 2016,Netherlands,Janssen et al.,39,0.949,Korea,0.946128817438954
van Wijck et al. 2016,Netherlands,Janssen et al.,40,0.949,Korea,0.9432129515889301
van Wijck et al. 2016,Netherlands,Janssen et al.,41,0.949,Korea,0.9399796994544487
van Wijck et al. 2016,Netherlands,Janssen et al.,42,0.949,Korea,0.9364586631837233
van Wijck et al. 2016,Netherlands,Janssen et al.,43,0.949,Korea,0.9326794449249686
van Wijck et al. 2016,Netherlands,Janssen et al.,44,0.949,Korea,0.9286716468263988
van Wijck et al. 2016,Netherlands,Janssen et al.,45,0.915,Korea,0.9244648710362282
van Wijck et al. 2016,Netherlands,Janssen et al.,46,0.915,Korea,0.9200887197026709
van Wijck et al. 2016,Netherlands,Janssen et al.,47,0.915,Korea,0.9155727949739416
van Wijck et al. 2016,Netherlands,Janssen et al.,48,0.915,Korea,0.910946698998254
van Wijck et al. 2016,Netherlands,Janssen et al.,49,0.915,Korea,0.9062400339238229
van Wijck et al. 2016,Netherlands,Janssen et al.,50,0.915,Korea,0.9010112429808403
van Wijck et al. 2016,Netherlands,Janssen et al.,51,0.915,Korea,0.89493795731629
van Wijck et al. 2016,Netherlands,Janssen et al.,52,0.915,Korea,0.888228560953572
van Wijck et al. 2016,Netherlands,Janssen et al.,53,0.915,Korea,0.8810914379160885
van Wijck et al. 2016,Netherlands,Janssen et al.,54,0.915,Korea,0.873734972227239
van Wijck et al. 2016,Netherlands,Janssen et al.,55,0.828,Korea,0.8663675479104251
van Wijck et al. 2016,Netherlands,Janssen et al.,56,0.828,Korea,0.8591975489890475
van Wijck et al. 2016,Netherlands,Janssen et al.,57,0.828,Korea,0.8524333594865072
van Wijck et al. 2016,Netherlands,Janssen et al.,58,0.828,Korea,0.8462833634262047
van Wijck et al. 2016,Netherlands,Janssen et al.,59,0.828,Korea,0.8409559448315411
van Wijck et al. 2016,Netherlands,Janssen et al.,60,0.828,Korea,0.8360179804541376
van Wijck et al. 2016,Netherlands,Janssen et al.,61,0.828,Korea,0.8309467738680514
van Wijck et al. 2016,Netherlands,Janssen et al.,62,0.828,Korea,0.8258163493303384
van Wijck et al. 2016,Netherlands,Janssen et al.,63,0.828,Korea,0.8207007310980537
van Wijck et al. 2016,Netherlands,Janssen et al.,64,0.828,Korea,0.8156739434282526
van Wijck et al. 2016,Netherlands,Janssen et al.,65,0.787,Korea,0.8108100105779911
van Wijck et al. 2016,Netherlands,Janssen et al.,66,0.787,Korea,0.8061829568043238
van Wijck et al. 2016,Netherlands,Janssen et al.,67,0.787,Korea,0.80186680636430685
van Wijck et al. 2016,Netherlands,Janssen et al.,68,0.787,Korea,0.7979355835149953
van Wijck et al. 2016,Netherlands,Janssen et al.,69,0.787,Korea,0.7944633125134444
van Wijck et al. 2016,Netherlands,Janssen et al.,70,0.787,Korea,0.79152401761671
van Wijck et al. 2016,Netherlands,Janssen et al.,71,0.787,Korea,0.7890963946704977
van Wijck et al. 2016,Netherlands,Janssen et al.,72,0.787,Korea,0.7870742045262299
van Wijck et al. 2016,Netherlands,Janssen et al.,73,0.787,Korea,0.7854040689495355
van Wijck et al. 2016,Netherlands,Janssen et al.,74,0.787,Korea,0.7840326097060446
van Wijck et al. 2016,Netherlands,Janssen et al.,75,0.787,Korea,0.7829064485613864
van Wijck et al. 2016,Netherlands,Janssen et al.,76,0.787,Korea,0.7819722072811907
van Wijck et al. 2016,Netherlands,Janssen et al.,77,0.787,Korea,0.7811765076310865
van Wijck et al. 2016,Netherlands,Janssen et al.,78,0.787,Korea,0.7804659713767038
van Wijck et al. 2016,Netherlands,Janssen et al.,79,0.787,Korea,0.7797872202836718
van Wijck et al. 2016,Netherlands,Janssen et al.,80,0.787,Korea,0.7790868761176201
van Wijck et al. 2016,Netherlands,Janssen et al.,81,0.787,Korea,0.778471747934693
van Wijck et al. 2016,Netherlands,Janssen et al.,82,0.787,Korea,0.7780763320590763
van Wijck et al. 2016,Netherlands,Janssen et al.,83,0.787,Korea,0.7778887811584623
van Wijck et al. 2016,Netherlands,Janssen et al.,84,0.787,Korea,0.7778972479005435
van Wijck et al. 2016,Netherlands,Janssen et al.,85,0.787,Korea,0.7780898849530117
van Wijck et al. 2016,Netherlands,Janssen et al.,86,0.787,Korea,0.7784548449835597
van Wijck et al. 2016,Netherlands,Janssen et al.,87,0.787,Korea,0.778980280659879
van Wijck et al. 2016,Netherlands,Janssen et al.,88,0.787,Korea,0.7796543446496627
van Wijck et al. 2016,Netherlands,Janssen et al.,89,0.787,Korea,0.7804651896206022
van Wijck et al. 2016,Netherlands,Janssen et al.,90,0.787,Korea,0.7814009682403904
van Wijck et al. 2016,Netherlands,Janssen et al.,91,0.787,Korea,0.7824618021849081
van Wijck et al. 2016,Netherlands,Janssen et al.,92,0.787,Korea,0.7836585721949425
van Wijck et al. 2016,Netherlands,Janssen et al.,93,0.787,Korea,0.7849955695355432
van Wijck et al. 2016,Netherlands,Janssen et al.,94,0.787,Korea,0.7864770854717607
van Wijck et al. 2016,Netherlands,Janssen et al.,95,0.787,Korea,0.7881074112686453
van Wijck et al. 2016,Netherlands,Janssen et al.,96,0.787,Korea,0.7898908381912472
van Wijck et al. 2016,Netherlands,Janssen et al.,97,0.787,Korea,0.7918316575046167
van Wijck et al. 2016,Netherlands,Janssen et al.,98,0.787,Korea,0.793934160473804
van Wijck et al. 2016,Netherlands,Janssen et al.,99,0.787,Korea,0.7962026383638596
van Wijck et al. 2016,Netherlands,Janssen et al.,100,0.787,Korea,0.7986413824398336
van Wijck et al. 2016,Netherlands,Janssen et al.,18,0.938,Netherlands,0.9363659774851801
van Wijck et al. 2016,Netherlands,Janssen et al.,19,0.938,Netherlands,0.9350768839642142
van Wijck et al. 2016,Netherlands,Janssen et al.,20,0.938,Netherlands,0.933774400544763
van Wijck et al. 2016,Netherlands,Janssen et al.,21,0.938,Netherlands,0.9324563656060335
van Wijck et al. 2016,Netherlands,Janssen et al.,22,0.938,Netherlands,0.9311206175272331
van Wijck et al. 2016,Netherlands,Janssen et al.,23,0.938,Netherlands,0.9297649946875688
van Wijck et al. 2016,Netherlands,Janssen et al.,24,0.938,Netherlands,0.9283873354662479
van Wijck et al. 2016,Netherlands,Janssen et al.,25,0.91,Netherlands,0.9269854782424777
van Wijck et al. 2016,Netherlands,Janssen et al.,26,0.91,Netherlands,0.9255572613954652
van Wijck et al. 2016,Netherlands,Janssen et al.,27,0.91,Netherlands,0.9241005233044179
van Wijck et al. 2016,Netherlands,Janssen et al.,28,0.91,Netherlands,0.9226131023485429
van Wijck et al. 2016,Netherlands,Janssen et al.,29,0.91,Netherlands,0.9210870829725204
van Wijck et al. 2016,Netherlands,Janssen et al.,30,0.91,Netherlands,0.9195204611457275
van Wijck et al. 2016,Netherlands,Janssen et al.,31,0.91,Netherlands,0.9179199425344159
van Wijck et al. 2016,Netherlands,Janssen et al.,32,0.91,Netherlands,0.916292232804839
van Wijck et al. 2016,Netherlands,Janssen et al.,33,0.91,Netherlands,0.9146440376232482
van Wijck et al. 2016,Netherlands,Janssen et al.,34,0.91,Netherlands,0.9129820626558964
van Wijck et al. 2016,Netherlands,Janssen et al.,35,0.922,Netherlands,0.9113130135690356
van Wijck et al. 2016,Netherlands,Janssen et al.,36,0.922,Netherlands,0.9096435960289183
van Wijck et al. 2016,Netherlands,Janssen et al.,37,0.922,Netherlands,0.9079805157017966
van Wijck et al. 2016,Netherlands,Janssen et al.,38,0.922,Netherlands,0.9063304782539232
van Wijck et al. 2016,Netherlands,Janssen et al.,39,0.922,Netherlands,0.9046691712165675
van Wijck et al. 2016,Netherlands,Janssen et al.,40,0.922,Netherlands,0.9029717758258838
van Wijck et al. 2016,Netherlands,Janssen et al.,41,0.922,Netherlands,0.9012442383054523
van Wijck et al. 2016,Netherlands,Janssen et al.,42,0.922,Netherlands,0.8994925048788525
van Wijck et al. 2016,Netherlands,Janssen et al.,43,0.922,Netherlands,0.8977225217696637
van Wijck et al. 2016,Netherlands,Janssen et al.,44,0.922,Netherlands,0.8959402352014662
van Wijck et al. 2016,Netherlands,Janssen et al.,45,0.874,Netherlands,0.8941515913978394
van Wijck et al. 2016,Netherlands,Janssen et al.,46,0.874,Netherlands,0.892362536582363
van Wijck et al. 2016,Netherlands,Janssen et al.,47,0.874,Netherlands,0.8905790169786169
van Wijck et al. 2016,Netherlands,Janssen et al.,48,0.874,Netherlands,0.8888069788101804
van Wijck et al. 2016,Netherlands,Janssen et al.,49,0.874,Netherlands,0.8870523683006337
van Wijck et al. 2016,Netherlands,Janssen et al.,50,0.874,Netherlands,0.8853675508310177
van Wijck et al. 2016,Netherlands,Janssen et al.,51,0.874,Netherlands,0.883778656836132
van Wijck et al. 2016,Netherlands,Janssen et al.,52,0.874,Netherlands,0.8822522801201934
van Wijck et al. 2016,Netherlands,Janssen et al.,53,0.874,Netherlands,0.8807550144874197
van Wijck et al. 2016,Netherlands,Janssen et al.,54,0.874,Netherlands,0.8792534537420273
van Wijck et al. 2016,Netherlands,Janssen et al.,55,0.869,Netherlands,0.8777141916882341
van Wijck et al. 2016,Netherlands,Janssen et al.,56,0.869,Netherlands,0.8761038221302566
van Wijck et al. 2016,Netherlands,Janssen et al.,57,0.869,Netherlands,0.8743889388723123
van Wijck et al. 2016,Netherlands,Janssen et al.,58,0.869,Netherlands,0.8725361357186182
van Wijck et al. 2016,Netherlands,Janssen et al.,59,0.869,Netherlands,0.8705120064733918
van Wijck et al. 2016,Netherlands,Janssen et al.,60,0.869,Netherlands,0.8683893568139662
van Wijck et al. 2016,Netherlands,Janssen et al.,61,0.869,Netherlands,0.8662593967497907
van Wijck et al. 2016,Netherlands,Janssen et al.,62,0.869,Netherlands,0.864116326583256
van Wijck et al. 2016,Netherlands,Janssen et al.,63,0.869,Netherlands,0.8619543466167522
van Wijck et al. 2016,Netherlands,Janssen et al.,64,0.869,Netherlands,0.8597676571526693
van Wijck et al. 2016,Netherlands,Janssen et al.,65,0.863,Netherlands,0.8575504584933985
van Wijck et al. 2016,Netherlands,Janssen et al.,66,0.863,Netherlands,0.8552969509413295
van Wijck et al. 2016,Netherlands,Janssen et al.,67,0.863,Netherlands,0.8530013347988532
van Wijck et al. 2016,Netherlands,Janssen et al.,68,0.863,Netherlands,0.8506578103683595
van Wijck et al. 2016,Netherlands,Janssen et al.,69,0.863,Netherlands,0.8482605779522391
van Wijck et al. 2016,Netherlands,Janssen et al.,70,0.863,Netherlands,0.8458038378528825
van Wijck et al. 2016,Netherlands,Janssen et al.,71,0.863,Netherlands,0.8431895400902817
van Wijck et al. 2016,Netherlands,Janssen et al.,72,0.863,Netherlands,0.8403658651374121
van Wijck et al. 2016,Netherlands,Janssen et al.,73,0.863,Netherlands,0.8373963589761377
van Wijck et al. 2016,Netherlands,Janssen et al.,74,0.863,Netherlands,0.8343445675883238
van Wijck et al. 2016,Netherlands,Janssen et al.,75,0.798,Netherlands,0.8312740369558337
van Wijck et al. 2016,Netherlands,Janssen et al.,76,0.798,Netherlands,0.8282483130605329
van Wijck et al. 2016,Netherlands,Janssen et al.,77,0.798,Netherlands,0.8253309418842851
van Wijck et al. 2016,Netherlands,Janssen et al.,78,0.798,Netherlands,0.8225854694089555
van Wijck et al. 2016,Netherlands,Janssen et al.,79,0.798,Netherlands,0.8200754416164079
van Wijck et al. 2016,Netherlands,Janssen et al.,80,0.798,Netherlands,0.8178644044885072
van Wijck et al. 2016,Netherlands,Janssen et al.,81,0.798,Netherlands,0.815819025095631
van Wijck et al. 2016,Netherlands,Janssen et al.,82,0.798,Netherlands,0.8137745266429042
van Wijck et al. 2016,Netherlands,Janssen et al.,83,0.798,Netherlands,0.8117472893143106
van Wijck et al. 2016,Netherlands,Janssen et al.,84,0.798,Netherlands,0.8097536932938357
van Wijck et al. 2016,Netherlands,Janssen et al.,85,0.798,Netherlands,0.8078101187654629
van Wijck et al. 2016,Netherlands,Janssen et al.,86,0.798,Netherlands,0.8059329459131777
van Wijck et al. 2016,Netherlands,Janssen et al.,87,0.798,Netherlands,0.8041385549209635
van Wijck et al. 2016,Netherlands,Janssen et al.,88,0.798,Netherlands,0.8024433259728059
van Wijck et al. 2016,Netherlands,Janssen et al.,89,0.798,Netherlands,0.8008636392526886
van Wijck et al. 2016,Netherlands,Janssen et al.,90,0.798,Netherlands,0.7994158749445964
van Wijck et al. 2016,Netherlands,Janssen et al.,91,0.798,Netherlands,0.798099927030803
van Wijck et al. 2016,Netherlands,Janssen et al.,92,0.798,Netherlands,0.79690084436263
van Wijck et al. 2016,Netherlands,Janssen et al.,93,0.798,Netherlands,0.7958127394276333
van Wijck et al. 2016,Netherlands,Janssen et al.,94,0.798,Netherlands,0.7948297247133693
van Wijck et al. 2016,Netherlands,Janssen et al.,95,0.798,Netherlands,0.7939459127073942
van Wijck et al. 2016,Netherlands,Janssen et al.,96,0.798,Netherlands,0.7931554158972641
van Wijck et al. 2016,Netherlands,Janssen et al.,97,0.798,Netherlands,0.7924523467705352
van Wijck et al. 2016,Netherlands,Janssen et al.,98,0.798,Netherlands,0.7918308178147633
van Wijck et al. 2016,Netherlands,Janssen et al.,99,0.798,Netherlands,0.7912849415175051
van Wijck et al. 2016,Netherlands,Janssen et al.,100,0.798,Netherlands,0.7908088303663166
van Wijck et al. 2016,Netherlands,Janssen et al.,18,0.814,Thailand,0.81800900243913
van Wijck et al. 2016,Netherlands,Janssen et al.,19,0.814,Thailand,0.8156340033170326
van Wijck et al. 2016,Netherlands,Janssen et al.,20,0.814,Thailand,0.8132309743144638
van Wijck et al. 2016,Netherlands,Janssen et al.,21,0.814,Thailand,0.8107974778222624
van Wijck et al. 2016,Netherlands,Janssen et al.,22,0.814,Thailand,0.808331076231267
van Wijck et al. 2016,Netherlands,Janssen et al.,23,0.814,Thailand,0.8058293319323164
van Wijck et al. 2016,Netherlands,Janssen et al.,24,0.814,Thailand,0.8032898073162495
van Wijck et al. 2016,Netherlands,Janssen et al.,25,0.785,Thailand,0.8007100647739054
van Wijck et al. 2016,Netherlands,Janssen et al.,26,0.785,Thailand,0.7980876666961226
van Wijck et al. 2016,Netherlands,Janssen et al.,27,0.785,Thailand,0.7954201754737402
van Wijck et al. 2016,Netherlands,Janssen et al.,28,0.785,Thailand,0.7927051534975967
van Wijck et al. 2016,Netherlands,Janssen et al.,29,0.785,Thailand,0.7899349389297883
van Wijck et al. 2016,Netherlands,Janssen et al.,30,0.785,Thailand,0.7871082626438962
van Wijck et al. 2016,Netherlands,Janssen et al.,31,0.785,Thailand,0.7842322760979876
van Wijck et al. 2016,Netherlands,Janssen et al.,32,0.785,Thailand,0.7813141307501303
van Wijck et al. 2016,Netherlands,Janssen et al.,33,0.785,Thailand,0.7783609780583912
van Wijck et al. 2016,Netherlands,Janssen et al.,34,0.785,Thailand,0.7753799694808379
van Wijck et al. 2016,Netherlands,Janssen et al.,35,0.771,Thailand,0.7723782564755374
van Wijck et al. 2016,Netherlands,Janssen et al.,36,0.771,Thailand,0.7693629905005576
van Wijck et al. 2016,Netherlands,Janssen et al.,37,0.771,Thailand,0.7663413230139651
van Wijck et al. 2016,Netherlands,Janssen et al.,38,0.771,Thailand,0.7633204054738278
van Wijck et al. 2016,Netherlands,Janssen et al.,39,0.771,Thailand,0.760242868938569
van Wijck et al. 2016,Netherlands,Janssen et al.,40,0.771,Thailand,0.7570597423830662
van Wijck et al. 2016,Netherlands,Janssen et al.,41,0.771,Thailand,0.7537907741400685
van Wijck et al. 2016,Netherlands,Janssen et al.,42,0.771,Thailand,0.7504557125423242
van Wijck et al. 2016,Netherlands,Janssen et al.,43,0.771,Thailand,0.7470743059225824
van Wijck et al. 2016,Netherlands,Janssen et al.,44,0.771,Thailand,0.7436663026135918
van Wijck et al. 2016,Netherlands,Janssen et al.,45,0.717,Thailand,0.740251450948101
van Wijck et al. 2016,Netherlands,Janssen et al.,46,0.717,Thailand,0.7368494992588587
van Wijck et al. 2016,Netherlands,Janssen et al.,47,0.717,Thailand,0.7334801958786138
van Wijck et al. 2016,Netherlands,Janssen et al.,48,0.717,Thailand,0.730163289140115
van Wijck et al. 2016,Netherlands,Janssen et al.,49,0.717,Thailand,0.726918527376111
van Wijck et al. 2016,Netherlands,Janssen et al.,50,0.717,Thailand,0.7236159951972994
van Wijck et al. 2016,Netherlands,Janssen et al.,51,0.717,Thailand,0.7201487935902384
van Wijck et al. 2016,Netherlands,Janssen et al.,52,0.717,Thailand,0.7165711954514673
van Wijck et al. 2016,Netherlands,Janssen et al.,53,0.717,Thailand,0.7129374736775262
van Wijck et al. 2016,Netherlands,Janssen et al.,54,0.717,Thailand,0.7093019011649542
van Wijck et al. 2016,Netherlands,Janssen et al.,55,0.694,Thailand,0.7057187508102909
van Wijck et al. 2016,Netherlands,Janssen et al.,56,0.694,Thailand,0.7022422955100758
van Wijck et al. 2016,Netherlands,Janssen et al.,57,0.694,Thailand,0.6989268081608487
van Wijck et al. 2016,Netherlands,Janssen et al.,58,0.694,Thailand,0.695826561659149
van Wijck et al. 2016,Netherlands,Janssen et al.,59,0.694,Thailand,0.6929958289015162
van Wijck et al. 2016,Netherlands,Janssen et al.,60,0.694,Thailand,0.6903841424613503
van Wijck et al. 2016,Netherlands,Janssen et al.,61,0.694,Thailand,0.6879004320520509
van Wijck et al. 2016,Netherlands,Janssen et al.,62,0.694,Thailand,0.6855380662801571
van Wijck et al. 2016,Netherlands,Janssen et al.,63,0.694,Thailand,0.683290413752208
van Wijck et al. 2016,Netherlands,Janssen et al.,64,0.694,Thailand,0.6811508430747427
van Wijck et al. 2016,Netherlands,Janssen et al.,65,0.67,Thailand,0.6791127228543004
van Wijck et al. 2016,Netherlands,Janssen et al.,66,0.67,Thailand,0.6771694216974198
van Wijck et al. 2016,Netherlands,Janssen et al.,67,0.67,Thailand,0.6753143082106402
van Wijck et al. 2016,Netherlands,Janssen et al.,68,0.67,Thailand,0.6735407510005008
van Wijck et al. 2016,Netherlands,Janssen et al.,69,0.67,Thailand,0.6718421186735406
van Wijck et al. 2016,Netherlands,Janssen et al.,70,0.67,Thailand,0.6702117798362988
van Wijck et al. 2016,Netherlands,Janssen et al.,71,0.67,Thailand,0.6686585232696364
van Wijck et al. 2016,Netherlands,Janssen et al.,72,0.67,Thailand,0.6671946112445628
van Wijck et al. 2016,Netherlands,Janssen et al.,73,0.67,Thailand,0.6658186226028389
van Wijck et al. 2016,Netherlands,Janssen et al.,74,0.67,Thailand,0.6645291361862263
van Wijck et al. 2016,Netherlands,Janssen et al.,75,0.657,Thailand,0.6633247308364856
van Wijck et al. 2016,Netherlands,Janssen et al.,76,0.657,Thailand,0.6622039853953784
van Wijck et al. 2016,Netherlands,Janssen et al.,77,0.657,Thailand,0.6611654787046651
van Wijck et al. 2016,Netherlands,Janssen et al.,78,0.657,Thailand,0.6602077896061079
van Wijck et al. 2016,Netherlands,Janssen et al.,79,0.657,Thailand,0.659329496941467
van Wijck et al. 2016,Netherlands,Janssen et al.,80,0.657,Thailand,0.6585291795525039
