study,proxy,Source,Age,norm,Country,norm_leoss
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,35,0.834,Brazil,0.8337889937083955
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,36,0.834,Brazil,0.8306196213099561
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,37,0.834,Brazil,0.8274868866274678
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,38,0.834,Brazil,0.8244027357913706
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,39,0.834,Brazil,0.8212422104025666
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,40,0.817,Brazil,0.8179029258665242
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,41,0.817,Brazil,0.8144306890205334
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,42,0.817,Brazil,0.8108713067018822
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,43,0.817,Brazil,0.8072705857478606
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,44,0.817,Brazil,0.8036743329957576
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,45,0.801,Brazil,0.8001283552828622
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,46,0.801,Brazil,0.7966784594464636
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,47,0.801,Brazil,0.7933704523238514
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,48,0.801,Brazil,0.7902501407523144
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,49,0.801,Brazil,0.7873633315691417
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,50,0.765,Brazil,0.7845868919959823
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,51,0.765,Brazil,0.7817910572323714
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,52,0.765,Brazil,0.7790116860824275
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,53,0.765,Brazil,0.7762846373502704
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,54,0.765,Brazil,0.7736457698400186
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,55,0.762,Brazil,0.7711309423557913
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,56,0.762,Brazil,0.7687760137017075
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,57,0.762,Brazil,0.7666168426818861
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,58,0.762,Brazil,0.7646892881004462
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,59,0.762,Brazil,0.7630292087615069
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,60,0.761,Brazil,0.7617088614626624
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,61,0.761,Brazil,0.7607410063149412
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,62,0.761,Brazil,0.7600722570926135
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,63,0.761,Brazil,0.7596492275699496
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,64,0.761,Brazil,0.7594185315212196
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,65,0.761,Brazil,0.7593267827206938
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,66,0.761,Brazil,0.7593205949426424
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,67,0.761,Brazil,0.7593465819613355
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,68,0.761,Brazil,0.7593513575510437
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,69,0.761,Brazil,0.7592815354860366
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,70,0.761,Brazil,0.759083729540585
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,71,0.761,Brazil,0.7588635993109165
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,72,0.761,Brazil,0.758749151695992
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,73,0.761,Brazil,0.7587205214241807
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,74,0.761,Brazil,0.7587578432238525
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,75,0.761,Brazil,0.7588412518233768
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,76,0.761,Brazil,0.7589508819511233
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,77,0.761,Brazil,0.759066868335461
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,78,0.761,Brazil,0.7591693457047601
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,79,0.761,Brazil,0.7592384487873896
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,80,0.761,Brazil,0.7592543123117194
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,81,0.761,Brazil,0.759256370300281
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,82,0.761,Brazil,0.7592944201149121
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,83,0.761,Brazil,0.7593641414929402
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,84,0.761,Brazil,0.7594612141716944
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,85,0.761,Brazil,0.759581317888502
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,86,0.761,Brazil,0.7597201323806919
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,87,0.761,Brazil,0.7598733373855917
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,88,0.761,Brazil,0.7600366126405299
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,89,0.761,Brazil,0.7602056378828345
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,90,0.761,Brazil,0.7603760928498338
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,91,0.761,Brazil,0.7605493834966736
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,92,0.761,Brazil,0.760730713802799
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,93,0.761,Brazil,0.7609214605419868
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,94,0.761,Brazil,0.7611230004880143
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,95,0.761,Brazil,0.7613367104146581
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,96,0.761,Brazil,0.7615639670956952
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,97,0.761,Brazil,0.7618061473049021
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,98,0.761,Brazil,0.7620646278160561
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,99,0.761,Brazil,0.7623407854029343
Rampakakis et al. 2017 Mexico,Brazil,Santos et al.,100,0.761,Brazil,0.7626359968393129
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,18,0.907,Argentina,0.9096516110413574
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,19,0.907,Argentina,0.9079451897089472
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,20,0.907,Argentina,0.9062230114037858
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,21,0.907,Argentina,0.9044857313377159
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,22,0.907,Argentina,0.9027340047225808
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,23,0.907,Argentina,0.9009684867702233
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,24,0.907,Argentina,0.8991898326924868
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,25,0.889,Argentina,0.8973986977012142
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,26,0.889,Argentina,0.8955957370082483
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,27,0.889,Argentina,0.8937816058254328
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,28,0.889,Argentina,0.8919569593646102
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,29,0.889,Argentina,0.8901243637659441
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,30,0.889,Argentina,0.8882845232310627
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,31,0.889,Argentina,0.8864353000640065
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,32,0.889,Argentina,0.8845745565688168
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,33,0.889,Argentina,0.8827001550495335
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,34,0.889,Argentina,0.8808099578101979
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,35,0.869,Argentina,0.8789018271548502
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,36,0.869,Argentina,0.8769736253875314
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,37,0.869,Argentina,0.8750232148122822
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,38,0.869,Argentina,0.873048457733143
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,39,0.869,Argentina,0.8710803955370293
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,40,0.869,Argentina,0.8691436629753783
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,41,0.869,Argentina,0.8672265123990135
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,42,0.869,Argentina,0.8653171961587584
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,43,0.869,Argentina,0.8634039666054364
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,44,0.869,Argentina,0.8614750760898712
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,45,0.849,Argentina,0.8595187769628861
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,46,0.849,Argentina,0.8575233215753049
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,47,0.849,Argentina,0.8554769622779507
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,48,0.849,Argentina,0.8533679514216471
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,49,0.849,Argentina,0.8511845413572178
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,50,0.849,Argentina,0.8490626723769412
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,51,0.849,Argentina,0.8471031900983946
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,52,0.849,Argentina,0.8452417048603493
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,53,0.849,Argentina,0.8434138270015774
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,54,0.849,Argentina,0.8415551668608496
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,55,0.829,Argentina,0.839601334776938
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,56,0.829,Argentina,0.837487941088614
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,57,0.829,Argentina,0.835150596134649
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,58,0.829,Argentina,0.8325249102538147
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,59,0.829,Argentina,0.8295464937848827
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,60,0.829,Argentina,0.8261408718954906
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,61,0.829,Argentina,0.8223283030045223
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,62,0.829,Argentina,0.8181864973276186
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,63,0.829,Argentina,0.8137931650804191
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,64,0.829,Argentina,0.8092260164785647
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,65,0.796,Argentina,0.8045627617376957
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,66,0.796,Argentina,0.7998811110734524
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,67,0.796,Argentina,0.795258774701475
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,68,0.796,Argentina,0.7907734628374042
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,69,0.796,Argentina,0.7865028856968801
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,70,0.796,Argentina,0.7825247534955432
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,71,0.796,Argentina,0.7786161160534333
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,72,0.796,Argentina,0.7745480406456551
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,73,0.796,Argentina,0.7703892636704461
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,74,0.796,Argentina,0.766208521526045
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,75,0.724,Argentina,0.7620745506106891
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,76,0.724,Argentina,0.7580560873226162
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,77,0.724,Argentina,0.7542218680600642
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,78,0.724,Argentina,0.7506406292212712
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,79,0.724,Argentina,0.7473811072044746
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,80,0.724,Argentina,0.7445120384079127
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,81,0.724,Argentina,0.7418886272192249
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,82,0.724,Argentina,0.7393323253530704
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,83,0.724,Argentina,0.7368612401982156
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,84,0.724,Argentina,0.7344934791434274
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,85,0.724,Argentina,0.7322471495774723
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,86,0.724,Argentina,0.7301403588891173
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,87,0.724,Argentina,0.7281912144671286
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,88,0.724,Argentina,0.7264178237002734
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,89,0.724,Argentina,0.7248382939773179
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,90,0.724,Argentina,0.7234707326870293
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,91,0.724,Argentina,0.7223133608580247
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,92,0.724,Argentina,0.7213481412436659
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,93,0.724,Argentina,0.7205687938198359
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,94,0.724,Argentina,0.7199690385624179
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,95,0.724,Argentina,0.7195425954472954
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,96,0.724,Argentina,0.7192831844503508
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,97,0.724,Argentina,0.7191845255474677
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,98,0.724,Argentina,0.719240338714529
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,99,0.724,Argentina,0.719444343927418
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,100,0.724,Argentina,0.7197902611620176
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,18,0.957,Korea,0.9506225131279625
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,19,0.957,Korea,0.9527585270651882
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,20,0.957,Korea,0.9546669410845244
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,21,0.957,Korea,0.9563462107280364
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,22,0.957,Korea,0.9577947915377889
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,23,0.957,Korea,0.9590111390558467
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,24,0.957,Korea,0.9599937088242748
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,25,0.958,Korea,0.9607409563851381
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,26,0.958,Korea,0.9612513372805017
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,27,0.958,Korea,0.9615233070524306
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,28,0.958,Korea,0.9615553212429893
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,29,0.958,Korea,0.9613383366080623
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,30,0.958,Korea,0.9608682407837426
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,31,0.958,Korea,0.9601508856324066
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,32,0.958,Korea,0.9591921230164324
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,33,0.958,Korea,0.9579978047981967
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,34,0.958,Korea,0.9565737828400774
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,35,0.949,Korea,0.9549259090044512
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,36,0.949,Korea,0.9530600351536958
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,37,0.949,Korea,0.9509820131501879
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,38,0.949,Korea,0.9486976948563056
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,39,0.949,Korea,0.946128817438954
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,40,0.949,Korea,0.9432129515889301
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,41,0.949,Korea,0.9399796994544487
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,42,0.949,Korea,0.9364586631837233
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,43,0.949,Korea,0.9326794449249686
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,44,0.949,Korea,0.9286716468263988
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,45,0.915,Korea,0.9244648710362282
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,46,0.915,Korea,0.9200887197026709
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,47,0.915,Korea,0.9155727949739416
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,48,0.915,Korea,0.910946698998254
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,49,0.915,Korea,0.9062400339238229
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,50,0.915,Korea,0.9010112429808403
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,51,0.915,Korea,0.89493795731629
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,52,0.915,Korea,0.888228560953572
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,53,0.915,Korea,0.8810914379160885
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,54,0.915,Korea,0.873734972227239
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,55,0.828,Korea,0.8663675479104251
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,56,0.828,Korea,0.8591975489890475
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,57,0.828,Korea,0.8524333594865072
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,58,0.828,Korea,0.8462833634262047
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,59,0.828,Korea,0.8409559448315411
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,60,0.828,Korea,0.8360179804541376
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,61,0.828,Korea,0.8309467738680514
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,62,0.828,Korea,0.8258163493303384
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,63,0.828,Korea,0.8207007310980537
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,64,0.828,Korea,0.8156739434282526
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,65,0.787,Korea,0.8108100105779911
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,66,0.787,Korea,0.8061829568043238
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,67,0.787,Korea,0.80186680636430685
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,68,0.787,Korea,0.7979355835149953
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,69,0.787,Korea,0.7944633125134444
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,70,0.787,Korea,0.79152401761671
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,71,0.787,Korea,0.7890963946704977
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,72,0.787,Korea,0.7870742045262299
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,73,0.787,Korea,0.7854040689495355
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,74,0.787,Korea,0.7840326097060446
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,75,0.787,Korea,0.7829064485613864
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,76,0.787,Korea,0.7819722072811907
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,77,0.787,Korea,0.7811765076310865
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,78,0.787,Korea,0.7804659713767038
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,79,0.787,Korea,0.7797872202836718
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,80,0.787,Korea,0.7790868761176201
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,81,0.787,Korea,0.778471747934693
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,82,0.787,Korea,0.7780763320590763
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,83,0.787,Korea,0.7778887811584623
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,84,0.787,Korea,0.7778972479005435
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,85,0.787,Korea,0.7780898849530117
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,86,0.787,Korea,0.7784548449835597
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,87,0.787,Korea,0.778980280659879
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,88,0.787,Korea,0.7796543446496627
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,89,0.787,Korea,0.7804651896206022
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,90,0.787,Korea,0.7814009682403904
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,91,0.787,Korea,0.7824618021849081
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,92,0.787,Korea,0.7836585721949425
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,93,0.787,Korea,0.7849955695355432
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,94,0.787,Korea,0.7864770854717607
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,95,0.787,Korea,0.7881074112686453
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,96,0.787,Korea,0.7898908381912472
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,97,0.787,Korea,0.7918316575046167
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,98,0.787,Korea,0.793934160473804
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,99,0.787,Korea,0.7962026383638596
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,100,0.787,Korea,0.7986413824398336
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,18,0.938,Netherlands,0.9363659774851801
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,19,0.938,Netherlands,0.9350768839642142
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,20,0.938,Netherlands,0.933774400544763
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,21,0.938,Netherlands,0.9324563656060335
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,22,0.938,Netherlands,0.9311206175272331
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,23,0.938,Netherlands,0.9297649946875688
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,24,0.938,Netherlands,0.9283873354662479
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,25,0.91,Netherlands,0.9269854782424777
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,26,0.91,Netherlands,0.9255572613954652
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,27,0.91,Netherlands,0.9241005233044179
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,28,0.91,Netherlands,0.9226131023485429
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,29,0.91,Netherlands,0.9210870829725204
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,30,0.91,Netherlands,0.9195204611457275
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,31,0.91,Netherlands,0.9179199425344159
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,32,0.91,Netherlands,0.916292232804839
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,33,0.91,Netherlands,0.9146440376232482
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,34,0.91,Netherlands,0.9129820626558964
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,35,0.922,Netherlands,0.9113130135690356
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,36,0.922,Netherlands,0.9096435960289183
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,37,0.922,Netherlands,0.9079805157017966
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,38,0.922,Netherlands,0.9063304782539232
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,39,0.922,Netherlands,0.9046691712165675
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,40,0.922,Netherlands,0.9029717758258838
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,41,0.922,Netherlands,0.9012442383054523
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,42,0.922,Netherlands,0.8994925048788525
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,43,0.922,Netherlands,0.8977225217696637
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,44,0.922,Netherlands,0.8959402352014662
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,45,0.874,Netherlands,0.8941515913978394
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,46,0.874,Netherlands,0.892362536582363
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,47,0.874,Netherlands,0.8905790169786169
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,48,0.874,Netherlands,0.8888069788101804
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,49,0.874,Netherlands,0.8870523683006337
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,50,0.874,Netherlands,0.8853675508310177
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,51,0.874,Netherlands,0.883778656836132
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,52,0.874,Netherlands,0.8822522801201934
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,53,0.874,Netherlands,0.8807550144874197
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,54,0.874,Netherlands,0.8792534537420273
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,55,0.869,Netherlands,0.8777141916882341
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,56,0.869,Netherlands,0.8761038221302566
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,57,0.869,Netherlands,0.8743889388723123
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,58,0.869,Netherlands,0.8725361357186182
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,59,0.869,Netherlands,0.8705120064733918
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,60,0.869,Netherlands,0.8683893568139662
Rampakakis et al. 2017 Taiwan,Korea,Janssen et al.,61,0.869,Netherlands,0.8662593967497907
